event_title,speaker,category,description ,venue
Karachi Innovation Day 2024,Larry Page,Fashion/Global,"A global event focused on Fintech trends, challenges, and innovations.","Paris Las Vegas, USA"
Entrepreneurship in Pakistan 2024,Nighat Dad,Sports/Entertainment,"A global event focused on Cybersecurity trends, challenges, and innovations.","Las Vegas Convention Center, USA"
Pakistan Open Source Summit 2024,Syed Balkhi,Cloud Computing/Technology,"A global event focused on Software Development trends, challenges, and innovations.","NUST, Islamabad"
Islamabad Tech Expo 2024,Sheryl Sandberg,Cybersecurity/Hacking,"A global event focused on Health trends, challenges, and innovations.","Dubai World Trade Centre, UAE"
Lahore Innovation Summit 2024,Qasim Aslam,Music/Entertainment,"A global event focused on Environmental trends, challenges, and innovations.","Serena Hotel, Islamabad, Pakistan"
Karachi Innovation Day 2024,Ahsan Iqbal,Technology/Innovation,"A global event focused on Entrepreneurship trends, challenges, and innovations.",Islamabad Convention Center
Adobe MAX 2024,Cristiano Amon,Youth/Technology,"A global event focused on Women in Tech trends, challenges, and innovations.","Sydney Opera House, Australia"
Karachi Digital Festival 2024,Syed Ahmed,Literature/Global,"A global event focused on Fintech trends, challenges, and innovations.","Palais Brongniart, Paris, France"
Islamabad Robotics Workshop 2024,Susan Wojcicki,Cloud Computing/Technology,"A global event focused on Entrepreneurship trends, challenges, and innovations.","Paris Las Vegas, USA"
Tech Conference Pakistan 2024,Qasim Aslam,Cybersecurity/Hacking,"A global event focused on Economic trends, challenges, and innovations.","The Venetian, Las Vegas, USA"
Lahore Digital Innovation Conference 2024,Reed Hastings,Youth/Technology,"A global event focused on Economic trends, challenges, and innovations.","GIK Institute, Topi"
Microsoft Build 2024,Asad Umar,Software Development/Technology,"A global event focused on Fintech trends, challenges, and innovations.","Las Vegas Convention Center, USA"
Pakistan IT Expo 2024,Tania Aidrus,Digital Health/Technology,"A global event focused on AgriTech trends, challenges, and innovations.","Tokyo Big Sight, Japan"
Islamabad Blockchain Week 2024,Andy Jassy,Startup/Technology,"A global event focused on AgriTech trends, challenges, and innovations.","Dubai World Trade Centre, UAE"
Black Hat 2024,Andy Jassy,Space/Technology,"A global event focused on Sports trends, challenges, and innovations.","Marriott Hotel, Karachi"
Pakistan Data Analytics Summit 2024,Jehan Ara,AI/Technology,"A global event focused on Women in Tech trends, challenges, and innovations.","Faisal Mosque Auditorium, Islamabad"
European Space Agency Conference 2024,Marc Benioff,Entrepreneurship/Technology,"A global event focused on Cloud Computing trends, challenges, and innovations.","Serena Hotel, Islamabad, Pakistan"
Art Basel 2024,Tania Aidrus,Gaming/Entertainment,"A global event focused on Technology trends, challenges, and innovations.","UN Headquarters, New York, USA"
E3 Expo 2024,Sundar Pichai,Entrepreneurship/Technology,"A global event focused on Women in Tech trends, challenges, and innovations.","Circuit de Monaco, Monte Carlo"
GITEX 2024,Sheryl Sandberg,Startup/Technology,"A global event focused on Youth trends, challenges, and innovations.","Messe Basel, Switzerland"
AgriTech Pakistan 2024,Dr. Tedros Adhanom,Robotics/Technology,"A global event focused on Fintech trends, challenges, and innovations.","FAST-NUCES, Lahore"
Islamabad AI Workshop 2024,Edward Snowden,Literature/Global,"A global event focused on Environmental trends, challenges, and innovations.","Marriott Hotel, Karachi"
AI Summit Islamabad 2024,Asad Umar,Space/Technology,"A global event focused on Cloud Computing trends, challenges, and innovations.","Shoreline Amphitheatre, Mountain View, USA"
IoT Pakistan Conference 2024,Rafay Baloch,Women in Tech,"A global event focused on Software Development trends, challenges, and innovations.",Lahore University of Management Sciences
Black Hat 2024,Tania Aidrus,Digital Health/Technology,"A global event focused on Environmental trends, challenges, and innovations.","NED University, Karachi"
Pakistan Cloud Conference 2024,Qasim Aslam,AgriTech/Technology,"A global event focused on Music trends, challenges, and innovations.","Palais Brongniart, Paris, France"
Tech Conference Pakistan 2024,Saad Hamid,Economic/Global,"A global event focused on Software Development trends, challenges, and innovations.","Davos, Switzerland"
E-Commerce Pakistan Expo 2024,Ahsan Iqbal,Technology/Innovation,"A global event focused on Health trends, challenges, and innovations.","FAST-NUCES, Lahore"
Digital Health Pakistan 2024,Tim Berners-Lee,Startup/Technology,"A global event focused on Environmental trends, challenges, and innovations.","Fira Gran Via, Barcelona, Spain"
Digital Health Summit 2024,Ginni Rometty,Art/Culture,"A global event focused on Youth trends, challenges, and innovations.","Faisal Mosque Auditorium, Islamabad"
Cisco Live 2024,Reed Hastings,Music/Entertainment,"A global event focused on Technology trends, challenges, and innovations.","Altice Arena, Lisbon, Portugal"
eCommerce Expo 2024,Sundar Pichai,Space/Technology,"A global event focused on Health trends, challenges, and innovations.","Moscone Center, San Francisco, USA"
Startup Pakistan Bootcamp 2024,Greta Thunberg,Robotics/Technology,"A global event focused on Fashion trends, challenges, and innovations.","The Venetian, Las Vegas, USA"
TEDx 2024,Sidra Iqbal,Economic/Global,"A global event focused on Music trends, challenges, and innovations.","Olympia, London, UK"
Digital Transformation Week 2024,Maria Umar,Film/Entertainment,"A global event focused on Entrepreneurship trends, challenges, and innovations.","Tokyo Big Sight, Japan"
AWS re:Invent 2024,Tim Berners-Lee,Software Development/Technology,"A global event focused on Economic trends, challenges, and innovations.","Marriott Hotel, Karachi"
World Robotics Championship 2024,Syed Balkhi,Cybersecurity/Hacking,"A global event focused on Literature trends, challenges, and innovations.","Marriott Hotel, Karachi"
Karachi Fintech Week 2024,Jack Dorsey,AI/Technology,"A global event focused on AgriTech trends, challenges, and innovations.","Davos, Switzerland"
Lahore TechFest 2024,Bruce Schneier,Gaming/Entertainment,"A global event focused on Art trends, challenges, and innovations.","IBA, Karachi"
AI Summit Islamabad 2024,Shahid Javed Burki,Space/Technology,"A global event focused on Youth trends, challenges, and innovations.","IBA, Karachi"
Lahore Innovation Summit 2024,Maria Umar,Fashion/Global,"A global event focused on Startup trends, challenges, and innovations.","FAST-NUCES, Lahore"
IoT Pakistan Conference 2024,Bruce Schneier,Cloud Computing/Technology,"A global event focused on Digital Health trends, challenges, and innovations.",University of Karachi
TechEd Europe 2024,Jehan Ara,Sports/Entertainment,"A global event focused on Software Development trends, challenges, and innovations.",University of Karachi
Pakistan Cloud Conference 2024,Sergey Brin,Literature/Global,"A global event focused on Literature trends, challenges, and innovations.","Arfa Software Technology Park, Lahore"
Pakistan IT Expo 2024,Maria Umar,Sports/Entertainment,"A global event focused on Gaming trends, challenges, and innovations.",Islamabad Convention Center
Startup Grind Lahore 2024,Tim Berners-Lee,Women in Tech,"A global event focused on Economic trends, challenges, and innovations.","The Venetian, Las Vegas, USA"
AWS re:Invent 2024,Shahid Javed Burki,Gaming/Entertainment,"A global event focused on Fashion trends, challenges, and innovations.","National Incubation Center, Islamabad"
E-Commerce Pakistan Expo 2024,Sheryl Sandberg,Health/Medical,"A global event focused on Art trends, challenges, and innovations.","NUST, Islamabad"
SaaStr Annual 2024,Marissa Mayer,Economic/Global,"A global event focused on Youth trends, challenges, and innovations.","Messe Basel, Switzerland"
SXSW 2024,Sheryl Sandberg,Youth/Technology,"A global event focused on Software Development trends, challenges, and innovations.","FAST-NUCES, Lahore"
Future of Work Pakistan 2024,Rafay Baloch,Robotics/Technology,"A global event focused on Cybersecurity trends, challenges, and innovations.",University of Karachi
Future of Work Pakistan 2024,Satya Nadella,Health/Medical,"A global event focused on AgriTech trends, challenges, and innovations.","Arfa Software Technology Park, Lahore"
Entrepreneurship in Pakistan 2024,Sergey Brin,Software Development/Technology,"A global event focused on Youth trends, challenges, and innovations.","Arfa Software Technology Park, Lahore"
TechEd Europe 2024,Ahsan Iqbal,Women in Tech,"A global event focused on Fintech trends, challenges, and innovations.","Pearl Continental Hotel, Lahore"
European Space Agency Conference 2024,Monis Rahman,Economic/Global,"A global event focused on Gaming trends, challenges, and innovations.","Moscone Center, San Francisco, USA"
European Space Agency Conference 2024,Zeeshan Ali Khan,Robotics/Technology,"A global event focused on Fintech trends, challenges, and innovations.","The Venetian, Las Vegas, USA"
Karachi AI Expo 2024,Sheryl Sandberg,Health/Medical,"A global event focused on Space trends, challenges, and innovations.","Tokyo Big Sight, Japan"
GITEX 2024,Nat Friedman,Space/Technology,"A global event focused on Fashion trends, challenges, and innovations.","UN Headquarters, New York, USA"
Pakistan Open Source Summit 2024,Edward Snowden,Sports/Entertainment,"A global event focused on Environmental trends, challenges, and innovations.","Davos, Switzerland"
DEF CON 2024,Shahid Javed Burki,Sports/Entertainment,"A global event focused on Youth trends, challenges, and innovations.","Messe Basel, Switzerland"
Youth Tech Summit 2024,Dr. Tedros Adhanom,AgriTech/Technology,"A global event focused on AI trends, challenges, and innovations.","NUST, Islamabad"
Islamabad Tech Expo 2024,Ahsan Iqbal,Digital Health/Technology,"A global event focused on Space trends, challenges, and innovations.","NED University, Karachi"
Tokyo Game Show 2024,Saad Hamid,Gaming/Entertainment,"A global event focused on AI trends, challenges, and innovations.","GIK Institute, Topi"
Youth Tech Summit 2024,Muneeb Maayr,Health/Medical,"A global event focused on Software Development trends, challenges, and innovations.","Moscone Center, San Francisco, USA"
Future of Work Pakistan 2024,Asad Umar,Economic/Global,"A global event focused on Technology trends, challenges, and innovations.","Shoreline Amphitheatre, Mountain View, USA"
Robotics Expo 2024,Usman Riaz,Youth/Technology,"A global event focused on Entrepreneurship trends, challenges, and innovations.",Islamabad Convention Center
GITEX 2024,Edward Snowden,Fintech/Technology,"A global event focused on Technology trends, challenges, and innovations.","Davos, Switzerland"
London Book Fair 2024,Imran Khan,Entrepreneurship/Technology,"A global event focused on Film trends, challenges, and innovations.","Marriott Hotel, Karachi"
Startup Pakistan Showcase 2024,Imran Khan,Fintech/Technology,"A global event focused on Cybersecurity trends, challenges, and innovations.","Arfa Software Technology Park, Lahore"
Digital Pakistan Conference 2024,Rafay Baloch,Health/Medical,"A global event focused on Health trends, challenges, and innovations.","FAST-NUCES, Lahore"
TEDx 2024,Tania Aidrus,Art/Culture,"A global event focused on Entrepreneurship trends, challenges, and innovations.","Messe Basel, Switzerland"
Fintech Pakistan Summit 2024,Nighat Dad,Technology/Innovation,"A global event focused on Gaming trends, challenges, and innovations.","Expo Center, Karachi, Pakistan"
DjangoCon 2024,Imran Khan,AgriTech/Technology,"A global event focused on Literature trends, challenges, and innovations.","Marriott Hotel, Karachi"
SEO and Digital Marketing Workshop 2024,Asad Umar,Technology/Innovation,"A global event focused on Space trends, challenges, and innovations.","Sydney Opera House, Australia"
European Space Agency Conference 2024,Tania Aidrus,Youth/Technology,"A global event focused on Music trends, challenges, and innovations.","Las Vegas Convention Center, USA"
Islamabad Tech Expo 2024,Tania Aidrus,Fintech/Technology,"A global event focused on Women in Tech trends, challenges, and innovations.","Shoreline Amphitheatre, Mountain View, USA"
